
[1/4] Loading dataset …
Processing...
  Category filter: ['Bench_vice', 'C_Clamps', 'Pipe_vice', 'Gate_Valve', 'Press_Tool', 'Tool_Post', 'Crane_hook']
  749 STEP files after category filter
  Found 749 STEP file(s) in /Users/mbp/Documents/MTECH/Sem4/Individual_project/AI_Assisted_3D_Assembly_Design/AI-Assisted-3D-Assembly-Design/Source_3d_models/Best_models_for_training
  [306/749] [CACHED] Crane_Hook_84/Crane_Hook_84.stp — 137 nodes
  [307/749] [CACHED] Crane_Hook_85/Crane_Hook_85.step — 86 nodes
  [308/749] [CACHED] Crane_Hook_86/Crane_Hook_86.stp — 121 nodes
  [309/749] [CACHED] Crane_Hook_87/Crane_Hook_87.STEP — 44 nodes
  [310/749] [CACHED] Crane_Hook_88/Crane_Hook_88.STEP — 140 nodes
  [311/749] [CACHED] Crane_Hook_89/Crane_Hook_89.STEP — 15 nodes
  [312/749] [SKIPPED] Crane_Hook_90/Crane_Hook_90.step (CACHED_ONLY=1, no cache entry)
  [313/749] [SKIPPED] Crane_Hook_91/Crane_Hook_91.stp (CACHED_ONLY=1, no cache entry)
  [314/749] [CACHED] Crane_Hook_92/Crane_Hook_92.step — 28 nodes
  [315/749] [CACHED] Crane_Hook_93/Crane_Hook_93.stp — 96 nodes
  [316/749] [CACHED] Crane_Hook_94/Crane_Hook_94.stp — 19 nodes
  [317/749] [CACHED] Crane_Hook_95/Crane_Hook_95.stp — 241 nodes
  [318/749] [CACHED] Crane_Hook_96/Crane_Hook_96.stp — 61 nodes
  [319/749] [CACHED] Crane_Hook_97/Crane_Hook_97.STEP — 86 nodes
  [320/749] [CACHED] Crane_Hook_98/Crane_Hook_98.stp — 153 nodes
  [321/749] [CACHED] Crane_Hook_99/Crane_Hook_99.STEP — 68 nodes
  [322/749] [CACHED] Gate_Valve_02/Gate_Valve_02.STEP — 4 nodes
  [323/749] [CACHED] Gate_Valve_03/Gate_Valve_03.stp — 40 nodes
  [324/749] [CACHED] Gate_Valve_04/Gate_Valve_04.stp — 63 nodes
  [325/749] [CACHED] Gate_Valve_05/Gate_Valve_05.stp — 87 nodes
  [326/749] [CACHED] Gate_Valve_06/Gate_Valve_06.stp — 41 nodes
  [327/749] [CACHED] Gate_Valve_07/Gate_Valve_07.stp — 69 nodes
  [328/749] [CACHED] Gate_Valve_10/Gate_Valve_10.stp — 61 nodes
  [329/749] [CACHED] Gate_Valve_100/Gate_Valve_100.step — 44 nodes
  [330/749] [CACHED] Gate_Valve_101/Gate_Valve_101.stp — 176 nodes
  [331/749] [CACHED] Gate_Valve_102/Gate_Valve_102.STEP — 4 nodes
  [332/749] [SKIPPED] Gate_Valve_103/Gate_Valve_103.stp (CACHED_ONLY=1, no cache entry)
  [333/749] [SKIPPED] Gate_Valve_104/Gate_Valve_104.stp (CACHED_ONLY=1, no cache entry)
  [334/749] [SKIPPED] Gate_Valve_105/Gate_Valve_105.stp (CACHED_ONLY=1, no cache entry)
  [335/749] [SKIPPED] Gate_Valve_106/Gate_Valve_106.stp (CACHED_ONLY=1, no cache entry)
  [336/749] [SKIPPED] Gate_Valve_107/Gate_Valve_107.stp (CACHED_ONLY=1, no cache entry)
  [337/749] [SKIPPED] Gate_Valve_108/Gate_Valve_108.STEP (CACHED_ONLY=1, no cache entry)
  [338/749] [SKIPPED] Gate_Valve_109/Gate_Valve_109.stp (CACHED_ONLY=1, no cache entry)
  [339/749] [CACHED] Gate_Valve_11/Gate_Valve_11.STEP — 47 nodes
  [340/749] [SKIPPED] Gate_Valve_110/Gate_Valve_110.stp (CACHED_ONLY=1, no cache entry)
  [341/749] [SKIPPED] Gate_Valve_111/Gate_Valve_111.STEP (CACHED_ONLY=1, no cache entry)
  [342/749] [SKIPPED] Gate_Valve_112/Gate_Valve_112.step (CACHED_ONLY=1, no cache entry)
  [343/749] [SKIPPED] Gate_Valve_113/Gate_Valve_113.stp (CACHED_ONLY=1, no cache entry)
  [344/749] [CACHED] Gate_Valve_114/Gate_Valve_114.step — 44 nodes
  [345/749] [CACHED] Gate_Valve_115/Gate_Valve_115.step — 43 nodes
  [346/749] [CACHED] Gate_Valve_116/Gate_Valve_116.stp — 176 nodes
  [347/749] [CACHED] Gate_Valve_117/Gate_Valve_117.STEP — 35 nodes
  [348/749] [SKIPPED] Gate_Valve_118/Gate_Valve_118.STEP (CACHED_ONLY=1, no cache entry)
  [349/749] [SKIPPED] Gate_Valve_119/Gate_Valve_119.STEP (CACHED_ONLY=1, no cache entry)
  [350/749] [SKIPPED] Gate_Valve_120/Gate_Valve_120.step (CACHED_ONLY=1, no cache entry)
  [351/749] [SKIPPED] Gate_Valve_121/Gate_Valve_121.stp (CACHED_ONLY=1, no cache entry)
  [352/749] [CACHED] Gate_Valve_122/Gate_Valve_122.step — 43 nodes
  [353/749] [CACHED] Gate_Valve_123/Gate_Valve_123.STEP — 110 nodes
  [354/749] [CACHED] Gate_Valve_124/Gate_Valve_124.step — 43 nodes
  [355/749] [CACHED] Gate_Valve_125/Gate_Valve_125.step — 159 nodes
  [356/749] [CACHED] Gate_Valve_14/Gate_Valve_14.stp — 59 nodes
  [357/749] [CACHED] Gate_Valve_15/Gate_Valve_15.stp — 51 nodes
  [358/749] [CACHED] Gate_Valve_23/Gate_Valve_23.STEP — 35 nodes
  [359/749] [CACHED] Gate_Valve_24/Gate_Valve_24.STEP — 81 nodes
  [360/749] [SKIPPED] Gate_Valve_25/Gate_Valve_25.STEP (CACHED_ONLY=1, no cache entry)
  [361/749] [SKIPPED] Gate_Valve_27/Gate_Valve_27.step (CACHED_ONLY=1, no cache entry)
  [362/749] [SKIPPED] Gate_Valve_31/Gate_Valve_31.STEP (CACHED_ONLY=1, no cache entry)
  [363/749] [CACHED] Gate_Valve_34/Gate_Valve_34.stp — 62 nodes
  [364/749] [CACHED] Gate_Valve_35/Gate_Valve_35.step — 43 nodes
  [365/749] [CACHED] Gate_Valve_36/Gate_Valve_36.STEP — 93 nodes
  [366/749] [SKIPPED] Gate_Valve_37/Gate_Valve_37.step (CACHED_ONLY=1, no cache entry)
  [367/749] [CACHED] Gate_Valve_38/Gate_Valve_38.stp — 176 nodes
  [368/749] [CACHED] Gate_Valve_39/Gate_Valve_39.STEP — 35 nodes
  [369/749] [SKIPPED] Gate_Valve_40/Gate_Valve_40.STEP (CACHED_ONLY=1, no cache entry)
  [370/749] [SKIPPED] Gate_Valve_41/Gate_Valve_41.STEP (CACHED_ONLY=1, no cache entry)
  [371/749] [SKIPPED] Gate_Valve_42/Gate_Valve_42.step (CACHED_ONLY=1, no cache entry)
  [372/749] [CACHED] Gate_Valve_43/Gate_Valve_43.stp — 62 nodes
  [373/749] [SKIPPED] Gate_Valve_44/Gate_Valve_44.step (CACHED_ONLY=1, no cache entry)
  [374/749] [CACHED] Gate_Valve_45/Gate_Valve_45.STEP — 97 nodes
  [375/749] [SKIPPED] Gate_Valve_46/Gate_Valve_46.step (CACHED_ONLY=1, no cache entry)
  [376/749] [CACHED] Gate_Valve_47/Gate_Valve_47.stp — 176 nodes
  [377/749] [CACHED] Gate_Valve_48/Gate_Valve_48.step — 148 nodes
  [378/749] [CACHED] Gate_Valve_49/Gate_Valve_49.STEP — 4 nodes
  [379/749] [SKIPPED] Gate_Valve_50/Gate_Valve_50.stp (CACHED_ONLY=1, no cache entry)
  [380/749] [SKIPPED] Gate_Valve_51/Gate_Valve_51.stp (CACHED_ONLY=1, no cache entry)
  [381/749] [CACHED] Gate_Valve_52/Gate_Valve_52.stp — 121 nodes
  [382/749] [SKIPPED] Gate_Valve_53/Gate_Valve_53.stp (CACHED_ONLY=1, no cache entry)
  [383/749] [SKIPPED] Gate_Valve_54/Gate_Valve_54.stp (CACHED_ONLY=1, no cache entry)
  [384/749] [SKIPPED] Gate_Valve_55/Gate_Valve_55.stp (CACHED_ONLY=1, no cache entry)
  [385/749] [SKIPPED] Gate_Valve_56/Gate_Valve_56.STEP (CACHED_ONLY=1, no cache entry)
  [386/749] [CACHED] Gate_Valve_57/Gate_Valve_57.stp — 325 nodes
  [387/749] [CACHED] Gate_Valve_58/Gate_Valve_58.stp — 323 nodes
  [388/749] [SKIPPED] Gate_Valve_59/Gate_Valve_59.STEP (CACHED_ONLY=1, no cache entry)
  [389/749] [SKIPPED] Gate_Valve_60/Gate_Valve_60.STEP (CACHED_ONLY=1, no cache entry)
  [390/749] [SKIPPED] Gate_Valve_61/Gate_Valve_61.step (CACHED_ONLY=1, no cache entry)
  [391/749] [SKIPPED] Gate_Valve_62/Gate_Valve_62.STEP (CACHED_ONLY=1, no cache entry)
  [392/749] [SKIPPED] Gate_Valve_63/Gate_Valve_63.stp (CACHED_ONLY=1, no cache entry)
  [393/749] [CACHED] Gate_Valve_64/Gate_Valve_64.step — 43 nodes
  [394/749] [CACHED] Gate_Valve_65/Gate_Valve_65.STEP — 112 nodes
  [395/749] [CACHED] Gate_Valve_66/Gate_Valve_66.step — 44 nodes
  [396/749] [CACHED] Gate_Valve_67/Gate_Valve_67.stp — 176 nodes
  [397/749] [CACHED] Gate_Valve_68/Gate_Valve_68.STEP — 35 nodes
  [398/749] [SKIPPED] Gate_Valve_69/Gate_Valve_69.STEP (CACHED_ONLY=1, no cache entry)
  [399/749] [SKIPPED] Gate_Valve_70/Gate_Valve_70.STEP (CACHED_ONLY=1, no cache entry)
  [400/749] [SKIPPED] Gate_Valve_71/Gate_Valve_71.step (CACHED_ONLY=1, no cache entry)
  [401/749] [SKIPPED] Gate_Valve_72/Gate_Valve_72.stp (CACHED_ONLY=1, no cache entry)
  [402/749] [CACHED] Gate_Valve_73/Gate_Valve_73.step — 44 nodes
  [403/749] [CACHED] Gate_Valve_74/Gate_Valve_74.STEP — 105 nodes
  [404/749] [CACHED] Gate_Valve_75/Gate_Valve_75.step — 44 nodes
  [405/749] [CACHED] Gate_Valve_76/Gate_Valve_76.stp — 176 nodes
  [406/749] [CACHED] Gate_Valve_77/Gate_Valve_77.step — 159 nodes
  [407/749] [CACHED] Gate_Valve_78/Gate_Valve_78.STEP — 4 nodes
  [408/749] [SKIPPED] Gate_Valve_79/Gate_Valve_79.stp (CACHED_ONLY=1, no cache entry)
  [409/749] [SKIPPED] Gate_Valve_80/Gate_Valve_80.stp (CACHED_ONLY=1, no cache entry)
  [410/749] [CACHED] Gate_Valve_81/Gate_Valve_81.stp — 121 nodes
  [411/749] [SKIPPED] Gate_Valve_82/Gate_Valve_82.stp (CACHED_ONLY=1, no cache entry)
  [412/749] [SKIPPED] Gate_Valve_83/Gate_Valve_83.stp (CACHED_ONLY=1, no cache entry)
  [413/749] [SKIPPED] Gate_Valve_84/Gate_Valve_84.stp (CACHED_ONLY=1, no cache entry)
  [414/749] [SKIPPED] Gate_Valve_85/Gate_Valve_85.STEP (CACHED_ONLY=1, no cache entry)
  [415/749] [CACHED] Gate_Valve_86/Gate_Valve_86.stp — 325 nodes
  [416/749] [CACHED] Gate_Valve_87/Gate_Valve_87.stp — 323 nodes
  [417/749] [SKIPPED] Gate_Valve_88/Gate_Valve_88.STEP (CACHED_ONLY=1, no cache entry)
  [418/749] [SKIPPED] Gate_Valve_89/Gate_Valve_89.STEP (CACHED_ONLY=1, no cache entry)
  [419/749] [SKIPPED] Gate_Valve_90/Gate_Valve_90.step (CACHED_ONLY=1, no cache entry)
  [420/749] [SKIPPED] Gate_Valve_91/Gate_Valve_91.STEP (CACHED_ONLY=1, no cache entry)
  [421/749] [CACHED] Gate_Valve_92/Gate_Valve_92.step — 43 nodes
  [422/749] [CACHED] Gate_Valve_93/Gate_Valve_93.step — 44 nodes
  [423/749] [CACHED] Gate_Valve_94/Gate_Valve_94.STEP — 35 nodes
  [424/749] [SKIPPED] Gate_Valve_95/Gate_Valve_95.STEP (CACHED_ONLY=1, no cache entry)
  [425/749] [SKIPPED] Gate_Valve_96/Gate_Valve_96.STEP (CACHED_ONLY=1, no cache entry)
  [426/749] [SKIPPED] Gate_Valve_97/Gate_Valve_97.step (CACHED_ONLY=1, no cache entry)
  [427/749] [CACHED] Gate_Valve_98/Gate_Valve_98.step — 44 nodes
  [428/749] [CACHED] Gate_Valve_99/Gate_Valve_99.STEP — 105 nodes
  [429/749] [CACHED] Pipe_Vice_01/Pipe_Vice_01.stp — 10 nodes
  [430/749] [CACHED] Pipe_Vice_03/Pipe_Vice_03.STEP — 6 nodes
  [431/749] [CACHED] Pipe_Vice_04/Pipe_Vice_04.stp — 6 nodes
  [432/749] [CACHED] Pipe_Vice_07/Pipe_Vice_07.STEP — 20 nodes
  [433/749] [CACHED] Pipe_Vice_08/Pipe_Vice_08.STEP — 5 nodes
  [434/749] [CACHED] Pipe_Vice_09/Pipe_Vice_09.STEP — 7 nodes
  [435/749] [CACHED] Pipe_Vice_10/Pipe_Vice_10.stp — 11 nodes
  [436/749] [CACHED] Pipe_Vice_100/Pipe_Vice_100.stp — 8 nodes
  [437/749] [CACHED] Pipe_Vice_101/Pipe_Vice_101.stp — 8 nodes
  [438/749] [CACHED] Pipe_Vice_102/Pipe_Vice_102.stp — 8 nodes
  [439/749] [CACHED] Pipe_Vice_103/Pipe_Vice_103.stp — 6 nodes
  [440/749] [SKIPPED] Pipe_Vice_104/Pipe_Vice_104.STEP (CACHED_ONLY=1, no cache entry)
  [441/749] [CACHED] Pipe_Vice_105/Pipe_Vice_105.step — 8 nodes
  [442/749] [CACHED] Pipe_Vice_106/Pipe_Vice_106.step — 5 nodes
  [443/749] [CACHED] Pipe_Vice_107/Pipe_Vice_107.STEP — 98 nodes
  [444/749] [CACHED] Pipe_Vice_108/Pipe_Vice_108.stp — 11 nodes
  [445/749] [CACHED] Pipe_Vice_109/Pipe_Vice_109.stp — 20 nodes
  [446/749] [CACHED] Pipe_Vice_11/Pipe_Vice_11.STEP — 36 nodes
  [447/749] [CACHED] Pipe_Vice_110/Pipe_Vice_110.stp — 23 nodes
  [448/749] [SKIPPED] Pipe_Vice_111/Pipe_Vice_111.STEP (CACHED_ONLY=1, no cache entry)
  [449/749] [CACHED] Pipe_Vice_112/Pipe_Vice_112.STEP — 17 nodes
  [450/749] [CACHED] Pipe_Vice_113/Pipe_Vice_113.stp — 12 nodes
  [451/749] [CACHED] Pipe_Vice_114/Pipe_Vice_114.stp — 6 nodes
  [452/749] [CACHED] Pipe_Vice_115/Pipe_Vice_115.STEP — 7 nodes
  [453/749] [CACHED] Pipe_Vice_116/Pipe_Vice_116.stp — 47 nodes
  [454/749] [CACHED] Pipe_Vice_117/Pipe_Vice_117.stp — 69 nodes
  [455/749] [CACHED] Pipe_Vice_118/Pipe_Vice_118.stp — 20 nodes
  [456/749] [CACHED] Pipe_Vice_119/Pipe_Vice_119.step — 6 nodes
  [457/749] [CACHED] Pipe_Vice_14/Pipe_Vice_14.stp — 10 nodes
  [458/749] [CACHED] Pipe_Vice_15/Pipe_Vice_15.STEP — 6 nodes
  [459/749] [CACHED] Pipe_Vice_16/Pipe_Vice_16.stp — 21 nodes
  [460/749] [CACHED] Pipe_Vice_17/Pipe_Vice_17.step — 16 nodes
  [461/749] [CACHED] Pipe_Vice_19/Pipe_Vice_19.stp — 16 nodes
  [462/749] [CACHED] Pipe_Vice_20/Pipe_Vice_20.stp — 20 nodes
  [463/749] [CACHED] Pipe_Vice_21/Pipe_Vice_21.stp — 11 nodes
  [464/749] [CACHED] Pipe_Vice_22/Pipe_Vice_22.stp — 8 nodes
  [465/749] [CACHED] Pipe_Vice_23/Pipe_Vice_23.STEP — 21 nodes
  [466/749] [CACHED] Pipe_Vice_24/Pipe_Vice_24.stp — 10 nodes
  [467/749] [CACHED] Pipe_Vice_27/Pipe_Vice_27.STEP — 17 nodes
  [468/749] [CACHED] Pipe_Vice_28/Pipe_Vice_28.stp — 7 nodes
  [469/749] [CACHED] Pipe_Vice_29/Pipe_Vice_29.stp — 6 nodes
  [470/749] [CACHED] Pipe_Vice_30/Pipe_Vice_30.STEP — 6 nodes
  [471/749] [CACHED] Pipe_Vice_31/Pipe_Vice_31.stp — 7 nodes
  [472/749] [CACHED] Pipe_Vice_32/Pipe_Vice_32.stp — 9 nodes
  [473/749] [CACHED] Pipe_Vice_33/Pipe_Vice_33.stp — 6 nodes
  [474/749] [CACHED] Pipe_Vice_35/Pipe_Vice_35.stp — 10 nodes
  [475/749] [CACHED] Pipe_Vice_36/Pipe_Vice_36.STEP — 7 nodes
  [476/749] [CACHED] Pipe_Vice_37/Pipe_Vice_37.stp — 8 nodes
  [477/749] [CACHED] Pipe_Vice_38/Pipe_Vice_38.stp — 10 nodes
  [478/749] [CACHED] Pipe_Vice_40/Pipe_Vice_40.stp — 39 nodes
  [479/749] [CACHED] Pipe_Vice_41/Pipe_Vice_41.stp — 5 nodes
  [480/749] [CACHED] Pipe_Vice_42/Pipe_Vice_42.stp — 6 nodes
  [481/749] [CACHED] Pipe_Vice_43/Pipe_Vice_43.stp — 15 nodes
  [482/749] [CACHED] Pipe_Vice_44/Pipe_Vice_44.STEP — 39 nodes
  [483/749] [CACHED] Pipe_Vice_45/Pipe_Vice_45.STEP — 30 nodes
  [484/749] [CACHED] Pipe_Vice_46/Pipe_Vice_46.stp — 6 nodes
  [485/749] [CACHED] Pipe_Vice_48/Pipe_Vice_48.step — 8 nodes
  [486/749] [CACHED] Pipe_Vice_49/Pipe_Vice_49.STEP — 19 nodes
  [487/749] [CACHED] Pipe_Vice_50/Pipe_Vice_50.stp — 8 nodes
  [488/749] [CACHED] Pipe_Vice_51/Pipe_Vice_51.step — 6 nodes
  [489/749] [CACHED] Pipe_Vice_53/Pipe_Vice_53.step — 5 nodes
  [490/749] [CACHED] Pipe_Vice_54/Pipe_Vice_54.stp — 19 nodes
  [491/749] [SKIPPED] Pipe_Vice_55/Pipe_Vice_55.STEP (CACHED_ONLY=1, no cache entry)
  [492/749] [CACHED] Pipe_Vice_56/Pipe_Vice_56.stp — 6 nodes
  [493/749] [CACHED] Pipe_Vice_57/Pipe_Vice_57.STEP — 53 nodes
  [494/749] [CACHED] Pipe_Vice_58/Pipe_Vice_58.STEP — 5 nodes
  [495/749] [CACHED] Pipe_Vice_59/Pipe_Vice_59.STEP — 9 nodes
  [496/749] [CACHED] Pipe_Vice_60/Pipe_Vice_60.stp — 11 nodes
  [497/749] [SKIPPED] Pipe_Vice_61/Pipe_Vice_61.STEP (CACHED_ONLY=1, no cache entry)
  [498/749] [CACHED] Pipe_Vice_62/Pipe_Vice_62.stp — 10 nodes
  [499/749] [CACHED] Pipe_Vice_63/Pipe_Vice_63.STEP — 6 nodes
  [500/749] [CACHED] Pipe_Vice_64/Pipe_Vice_64.stp — 20 nodes
  [501/749] [CACHED] Pipe_Vice_65/Pipe_Vice_65.step — 29 nodes
  [502/749] [CACHED] Pipe_Vice_66/Pipe_Vice_66.stp — 21 nodes
  [503/749] [CACHED] Pipe_Vice_67/Pipe_Vice_67.stp — 62 nodes
  [504/749] [CACHED] Pipe_Vice_68/Pipe_Vice_68.stp — 11 nodes
  [505/749] [CACHED] Pipe_Vice_69/Pipe_Vice_69.stp — 11 nodes
  [506/749] [CACHED] Pipe_Vice_70/Pipe_Vice_70.STEP — 23 nodes
  [507/749] [SKIPPED] Pipe_Vice_71/Pipe_Vice_71.stp (CACHED_ONLY=1, no cache entry)
  [508/749] [CACHED] Pipe_Vice_72/Pipe_Vice_72.stp — 21 nodes
  [509/749] [CACHED] Pipe_Vice_73/Pipe_Vice_73.STEP — 17 nodes
  [510/749] [CACHED] Pipe_Vice_74/Pipe_Vice_74.stp — 10 nodes
  [511/749] [CACHED] Pipe_Vice_75/Pipe_Vice_75.stp — 8 nodes
  [512/749] [CACHED] Pipe_Vice_76/Pipe_Vice_76.STEP — 6 nodes
  [513/749] [SKIPPED] Pipe_Vice_77/Pipe_Vice_77.stp (CACHED_ONLY=1, no cache entry)
  [514/749] [CACHED] Pipe_Vice_78/Pipe_Vice_78.stp — 8 nodes
  [515/749] [CACHED] Pipe_Vice_79/Pipe_Vice_79.stp — 6 nodes
  [516/749] [CACHED] Pipe_Vice_80/Pipe_Vice_80.stp — 10 nodes
  [517/749] [CACHED] Pipe_Vice_81/Pipe_Vice_81.STEP — 7 nodes
  [518/749] [CACHED] Pipe_Vice_82/Pipe_Vice_82.stp — 8 nodes
  [519/749] [CACHED] Pipe_Vice_83/Pipe_Vice_83.stp — 11 nodes
  [520/749] [CACHED] Pipe_Vice_84/Pipe_Vice_84.stp — 47 nodes
  [521/749] [CACHED] Pipe_Vice_85/Pipe_Vice_85.stp — 5 nodes
  [522/749] [CACHED] Pipe_Vice_86/Pipe_Vice_86.stp — 6 nodes
  [523/749] [CACHED] Pipe_Vice_87/Pipe_Vice_87.stp — 36 nodes
  [524/749] [SKIPPED] Pipe_Vice_88/Pipe_Vice_88.STEP (CACHED_ONLY=1, no cache entry)
  [525/749] [SKIPPED] Pipe_Vice_89/Pipe_Vice_89.STEP (CACHED_ONLY=1, no cache entry)
  [526/749] [CACHED] Pipe_Vice_90/Pipe_Vice_90.stp — 11 nodes
  [527/749] [CACHED] Pipe_Vice_91/Pipe_Vice_91.step — 8 nodes
  [528/749] [CACHED] Pipe_Vice_92/Pipe_Vice_92.STEP — 29 nodes
  [529/749] [CACHED] Pipe_Vice_93/Pipe_Vice_93.stp — 27 nodes
  [530/749] [CACHED] Pipe_Vice_94/Pipe_Vice_94.step — 6 nodes
  [531/749] [CACHED] Pipe_Vice_95/Pipe_Vice_95.step — 5 nodes
  [532/749] [CACHED] Pipe_Vice_96/Pipe_Vice_96.stp — 19 nodes
  [533/749] [SKIPPED] Pipe_Vice_97/Pipe_Vice_97.STEP (CACHED_ONLY=1, no cache entry)
  [534/749] [CACHED] Pipe_Vice_98/Pipe_Vice_98.step — 29 nodes
  [535/749] [CACHED] Pipe_Vice_99/Pipe_Vice_99.stp — 11 nodes
  [536/749] [CACHED] Press_Tool_02/Press_Tool_02.stp — 98 nodes
  [537/749] [CACHED] Press_Tool_04/Press_Tool_04.stp — 98 nodes
  [538/749] [CACHED] Press_Tool_05/Press_Tool_05.stp — 14 nodes
  [539/749] [CACHED] Press_Tool_06/Press_Tool_06.STEP — 10 nodes
  [540/749] [CACHED] Press_Tool_07/Press_Tool_07.stp — 170 nodes
  [541/749] [CACHED] Press_Tool_08/Press_Tool_08.step — 10 nodes
  [542/749] [CACHED] Press_Tool_09/Press_Tool_09.STEP — 89 nodes
  [543/749] [CACHED] Press_Tool_10/Press_Tool_10.step — 10 nodes
  [544/749] [CACHED] Press_Tool_100/Press_Tool_100.stp — 18 nodes
  [545/749] [CACHED] Press_Tool_101/Press_Tool_101.step — 37 nodes
  [546/749] [CACHED] Press_Tool_102/Press_Tool_102.step — 6 nodes
  [547/749] [CACHED] Press_Tool_103/Press_Tool_103.stp — 6 nodes
  [548/749] [SKIPPED] Press_Tool_104/Press_Tool_104.stp (CACHED_ONLY=1, no cache entry)
  [549/749] [SKIPPED] Press_Tool_105/Press_Tool_105.stp (CACHED_ONLY=1, no cache entry)
  [550/749] [CACHED] Press_Tool_106/Press_Tool_106.step — 10 nodes
  [551/749] [CACHED] Press_Tool_107/Press_Tool_107.STEP — 74 nodes
  [552/749] [CACHED] Press_Tool_108/Press_Tool_108.step — 74 nodes
  [553/749] [SKIPPED] Press_Tool_109/Press_Tool_109.stp (CACHED_ONLY=1, no cache entry)
  [554/749] [CACHED] Press_Tool_110/Press_Tool_110.stp — 15 nodes
  [555/749] [CACHED] Press_Tool_111/Press_Tool_111.step — 33 nodes
  [556/749] [CACHED] Press_Tool_112/Press_Tool_112.step — 10 nodes
  [557/749] [CACHED] Press_Tool_12/Press_Tool_12.step — 10 nodes
  [558/749] [CACHED] Press_Tool_13/Press_Tool_13.stp — 10 nodes
  [559/749] [CACHED] Press_Tool_14/Press_Tool_14.stp — 10 nodes
  [560/749] [CACHED] Press_Tool_15/Press_Tool_15.stp — 10 nodes
  [561/749] [CACHED] Press_Tool_16/Press_Tool_16.stp — 10 nodes
  [562/749] [CACHED] Press_Tool_17/Press_Tool_17.step — 10 nodes
  [563/749] [CACHED] Press_Tool_18/Press_Tool_18.step — 8 nodes
  [564/749] [CACHED] Press_Tool_19/Press_Tool_19.step — 37 nodes
  [565/749] [CACHED] Press_Tool_21/Press_Tool_21.stp — 6 nodes
  [566/749] [CACHED] Press_Tool_23/Press_Tool_23.stp — 10 nodes
  [567/749] [CACHED] Press_Tool_24/Press_Tool_24.STEP — 10 nodes
  [568/749] [CACHED] Press_Tool_25/Press_Tool_25.stp — 14 nodes
  [569/749] [CACHED] Press_Tool_26/Press_Tool_26.step — 10 nodes
  [570/749] [CACHED] Press_Tool_27/Press_Tool_27.step — 10 nodes
  [571/749] [CACHED] Press_Tool_28/Press_Tool_28.STEP — 74 nodes
  [572/749] [CACHED] Press_Tool_29/Press_Tool_29.step — 74 nodes
  [573/749] [CACHED] Press_Tool_30/Press_Tool_30.STEP — 74 nodes
  [574/749] [CACHED] Press_Tool_31/Press_Tool_31.stp — 10 nodes
  [575/749] [CACHED] Press_Tool_32/Press_Tool_32.stp — 10 nodes
  [576/749] [CACHED] Press_Tool_33/Press_Tool_33.stp — 10 nodes
  [577/749] [CACHED] Press_Tool_34/Press_Tool_34.stp — 10 nodes
  [578/749] [CACHED] Press_Tool_35/Press_Tool_35.step — 10 nodes
  [579/749] [CACHED] Press_Tool_36/Press_Tool_36.step — 10 nodes
  [580/749] [CACHED] Press_Tool_37/Press_Tool_37.stp — 14 nodes
  [581/749] [CACHED] Press_Tool_38/Press_Tool_38.stp — 98 nodes
  [582/749] [CACHED] Press_Tool_39/Press_Tool_39.stp — 14 nodes
  [583/749] [CACHED] Press_Tool_40/Press_Tool_40.STEP — 10 nodes
  [584/749] [CACHED] Press_Tool_41/Press_Tool_41.stp — 170 nodes
  [585/749] [CACHED] Press_Tool_42/Press_Tool_42.step — 10 nodes
  [586/749] [CACHED] Press_Tool_43/Press_Tool_43.STEP — 85 nodes
  [587/749] [CACHED] Press_Tool_44/Press_Tool_44.step — 10 nodes
  [588/749] [CACHED] Press_Tool_45/Press_Tool_45.step — 10 nodes
  [589/749] [CACHED] Press_Tool_46/Press_Tool_46.stp — 10 nodes
  [590/749] [CACHED] Press_Tool_47/Press_Tool_47.stp — 10 nodes
  [591/749] [CACHED] Press_Tool_48/Press_Tool_48.stp — 14 nodes
  [592/749] [CACHED] Press_Tool_49/Press_Tool_49.stp — 17 nodes
  [593/749] [CACHED] Press_Tool_50/Press_Tool_50.step — 21 nodes
  [594/749] [CACHED] Press_Tool_51/Press_Tool_51.step — 8 nodes
  [595/749] [CACHED] Press_Tool_52/Press_Tool_52.step — 6 nodes
  [596/749] [CACHED] Press_Tool_53/Press_Tool_53.stp — 6 nodes
  [597/749] [CACHED] Press_Tool_54/Press_Tool_54.stp — 10 nodes
  [598/749] [CACHED] Press_Tool_55/Press_Tool_55.STEP — 10 nodes
  [599/749] [SKIPPED] Press_Tool_56/Press_Tool_56.stp (CACHED_ONLY=1, no cache entry)
  [600/749] [CACHED] Press_Tool_57/Press_Tool_57.step — 10 nodes
  [601/749] [CACHED] Press_Tool_58/Press_Tool_58.step — 10 nodes
  [602/749] [CACHED] Press_Tool_59/Press_Tool_59.STEP — 74 nodes
  [603/749] [CACHED] Press_Tool_60/Press_Tool_60.step — 74 nodes
  [604/749] [CACHED] Press_Tool_61/Press_Tool_61.STEP — 74 nodes
  [605/749] [SKIPPED] Press_Tool_62/Press_Tool_62.stp (CACHED_ONLY=1, no cache entry)
  [606/749] [CACHED] Press_Tool_63/Press_Tool_63.stp — 10 nodes
  [607/749] [CACHED] Press_Tool_64/Press_Tool_64.stp — 14 nodes
  [608/749] [CACHED] Press_Tool_65/Press_Tool_65.stp — 14 nodes
