
==================================================================
[2026-07-31 08:00:21] Starting training (attempt 1/3, start_fold=0)
==================================================================
[2026-07-31 08:00:21] Training PID=6118 started (start_fold=0, attempt=1)
[97m24s] Ep   1/200  loss=1.5924  AUC=0.5598  AP=0.7142  (114.4s)
[98m25s] Ep   1/200  loss=1.5924  AUC=0.5598  AP=0.7142  (114.4s)
[99m25s] Ep   2/200  loss=1.4802  AUC=0.5745  AP=0.7565  (90.2s)
[100m25s] Ep   2/200  loss=1.4802  AUC=0.5745  AP=0.7565  (90.2s)
[101m25s] Ep   3/200  loss=1.3996  AUC=0.5611  AP=0.7173  (121.5s)
[102m25s] Ep   3/200  loss=1.3996  AUC=0.5611  AP=0.7173  (121.5s)
[103m25s] Ep   3/200  loss=1.3996  AUC=0.5611  AP=0.7173  (121.5s)
[110m39s] Ep   4/200  loss=1.2916  AUC=0.5675  AP=0.7231  (185.6s)
[121m13s] Ep   4/200  loss=1.2916  AUC=0.5675  AP=0.7231  (185.6s)
[122m13s] Ep   5/200  loss=1.2521  AUC=0.5861  AP=0.7399  (1104.4s)
[123m13s] Ep   5/200  loss=1.2521  AUC=0.5861  AP=0.7399  (1104.4s)
[124m13s] Ep   5/200  loss=1.2521  AUC=0.5861  AP=0.7399  (1104.4s)
[125m14s] Ep   5/200  loss=1.2521  AUC=0.5861  AP=0.7399  (1104.4s)
[126m14s] Ep   6/200  loss=1.2846  AUC=0.5713  AP=0.7212  (197.5s)
[127m14s] Ep   6/200  loss=1.2846  AUC=0.5713  AP=0.7212  (197.5s)
[128m14s] Ep   7/200  loss=1.2441  AUC=0.5546  AP=0.7196  (152.2s)
[129m14s] Ep   7/200  loss=1.2441  AUC=0.5546  AP=0.7196  (152.2s)
[130m14s] Ep   7/200  loss=1.2441  AUC=0.5546  AP=0.7196  (152.2s)
[131m14s] Ep   7/200  loss=1.2441  AUC=0.5546  AP=0.7196  (152.2s)
[132m14s] Ep   7/200  loss=1.2441  AUC=0.5546  AP=0.7196  (152.2s)
[133m14s] Ep   8/200  loss=1.2301  AUC=0.5423  AP=0.7235  (267.3s)
[134m14s] Ep   8/200  loss=1.2301  AUC=0.5423  AP=0.7235  (267.3s)
[135m14s] Ep   8/200  loss=1.2301  AUC=0.5423  AP=0.7235  (267.3s)
[136m14s] Ep   9/200  loss=1.1739  AUC=0.5518  AP=0.7298  (203.4s)
[137m14s] Ep   9/200  loss=1.1739  AUC=0.5518  AP=0.7298  (203.4s)
[138m14s] Ep   9/200  loss=1.1739  AUC=0.5518  AP=0.7298  (203.4s)
[139m15s] Ep   9/200  loss=1.1739  AUC=0.5518  AP=0.7298  (203.4s)
[140m15s] Ep   9/200  loss=1.1739  AUC=0.5518  AP=0.7298  (203.4s)
[141m15s] Ep  10/200  loss=1.3328  AUC=0.5725  AP=0.7488  (285.4s)
[142m15s] Ep  11/200  loss=1.1178  AUC=0.5493  AP=0.7325  (95.6s)
[143m15s] Ep  11/200  loss=1.1178  AUC=0.5493  AP=0.7325  (95.6s)
[144m15s] Ep  11/200  loss=1.1178  AUC=0.5493  AP=0.7325  (95.6s)
[145m15s] Ep  12/200  loss=1.1459  AUC=0.5618  AP=0.7400  (155.3s)
[146m16s] Ep  12/200  loss=1.1459  AUC=0.5618  AP=0.7400  (155.3s)
[147m16s] Ep  12/200  loss=1.1459  AUC=0.5618  AP=0.7400  (155.3s)
[148m16s] Ep  13/200  loss=1.1533  AUC=0.5586  AP=0.7277  (200.5s)
[149m16s] Ep  13/200  loss=1.1533  AUC=0.5586  AP=0.7277  (200.5s)
[150m16s] Ep  13/200  loss=1.1533  AUC=0.5586  AP=0.7277  (200.5s)
[151m16s] Ep  14/200  loss=1.1406  AUC=0.5400  AP=0.7240  (174.6s)
[152m16s] Ep  14/200  loss=1.1406  AUC=0.5400  AP=0.7240  (174.6s)
[153m16s] Ep  15/200  loss=1.1245  AUC=0.5547  AP=0.7324  (136.9s)
[154m16s] Ep  15/200  loss=1.1245  AUC=0.5547  AP=0.7324  (136.9s)
[155m16s] Ep  15/200  loss=1.1245  AUC=0.5547  AP=0.7324  (136.9s)
[156m16s] Ep  16/200  loss=1.1772  AUC=0.5481  AP=0.7310  (133.1s)
[157m16s] Ep  16/200  loss=1.1772  AUC=0.5481  AP=0.7310  (133.1s)
[158m16s] Ep  16/200  loss=1.1772  AUC=0.5481  AP=0.7310  (133.1s)
[159m17s] Ep  17/200  loss=1.1458  AUC=0.5591  AP=0.7418  (225.8s)
[160m17s] Ep  17/200  loss=1.1458  AUC=0.5591  AP=0.7418  (225.8s)
[161m17s] Ep  17/200  loss=1.1458  AUC=0.5591  AP=0.7418  (225.8s)
[162m17s] Ep  17/200  loss=1.1458  AUC=0.5591  AP=0.7418  (225.8s)
[163m17s] Ep  17/200  loss=1.1458  AUC=0.5591  AP=0.7418  (225.8s)
[164m17s] Ep  18/200  loss=1.1606  AUC=0.5754  AP=0.7451  (267.5s)
[165m17s] Ep  18/200  loss=1.1606  AUC=0.5754  AP=0.7451  (267.5s)
[166m17s] Ep  19/200  loss=1.1191  AUC=0.5746  AP=0.7489  (137.8s)
[167m17s] Ep  19/200  loss=1.1191  AUC=0.5746  AP=0.7489  (137.8s)
[168m17s] Ep  20/200  loss=1.1278  AUC=0.5466  AP=0.7329  (141.9s)
[169m17s] Ep  20/200  loss=1.1278  AUC=0.5466  AP=0.7329  (141.9s)
[170m18s] Ep  20/200  loss=1.1278  AUC=0.5466  AP=0.7329  (141.9s)
[171m18s] Ep  21/200  loss=1.1030  AUC=0.5359  AP=0.7213  (166.7s)
